municipality,iata_code,coordinates
Puerto Iguazu,IGR,"-54.4734, -25.737301"
ChigorodÃ³,IGO,"-76.6865, 7.68038"
Iligan,IGN,"124.214996, 8.13049"
Kingman,IGM,"-113.93800354003906, 35.259498596191406"
,IGL,"27.010099411, 38.513000488299994"
,IGH,"146.15199279785156, -18.660600662231445"
Igiugig,IGG,"-155.90199279785156, 59.32400131225586"
Iguela,IGE,"9.3092, -1.9223"
IÄdÄ±r,IGD,"43.8766479492, 39.9766273499"
Ingeniero Jacobacci,IGB,"-69.5748977661, -41.320899963399995"
Matthew Town,IGA,"-73.66690063476562, 20.975000381469727"
Ifuru Island,IFU,"73.025, 5.7083"
Bullhead City,IFP,"-114.5599976, 35.15739822"
Ivano-Frankivsk,IFO,"24.686100006103516, 48.88420104980469"
Isfahan,IFN,"51.86130142211914, 32.75080108642578"
,IFL,"146.01199340820312, -17.55940055847168"
ÃsafjÃ¶rÃ°ur,IFJ,"-23.135299682617188, 66.05809783935547"
Hesa,IFH,"51.561100006103516, 32.92890167236328"
,IFF,"141.2169952392578, -18.899999618530273"
Iowa Falls,IFA,"-93.2699966431, 42.4707984924"
Kiev,IEV,"30.45194, 50.40194"
Riesa,IES,"13.3561105728, 51.2936096191"
Ie,IEJ,"127.785003662, 26.7220001221"
Babimost,IEG,"15.7986001968, 52.138500213600004"
Ãle d'Yeu,IDY,"-2.3911099433898926, 46.71860122680664"
Indore,IDR,"75.8011016846, 22.7217998505"
Independence,IDP,"-95.77839660640001, 37.1584014893"
CristalÃ¢ndia,IDO,"-50.66619873046875, -11.57229995727539"
Indagen,IDN,"147.244, -6.22663"
,IDK,"133.3249969482422, -26.966699600219727"
Indiana,IDI,"-79.10549927, 40.63219833"
Grangeville,IDH,"-116.123001, 45.9426"
Idiofa,IDF,"19.600000381469727, -5"
Idre,IDB,"12.689399719238281, 61.86970138549805"
Idaho Falls,IDA,"-112.070999, 43.514599"
Icy Bay,ICY,"-141.662002563, 59.96900177"
Wichita,ICT,"-97.433098, 37.649899"
Cascade,ICS,"-116.01599884, 44.4938011169"
Nicaro,ICR,"-75.53150177001953, 20.688600540161133"
Sicogon Island,ICO,"123.2506, 11.4595"
Seoul,ICN,"126.45099639892578, 37.46910095214844"
Clarinda,ICL,"-95.02639771, 40.72180176"
Nieuw Nickerie,ICK,"-57.039398193359375, 5.955560207366943"
Cicia,ICI,"-179.341995239, -17.7432994843"
Isla de Coche,ICC,"-63.98159, 10.794432"
,ICA,"-61.739601135253906, 4.336319923400879"
Ibiza,IBZ,"1.3731199502899998, 38.872898101800004"
Omitama,IBR,"140.414993, 36.181099"
Iberia,IBP,"-69.48870086669922, -11.411600112915039"
Ibo,IBO,"40.602297, -12.350174"
Bazaruto Island,IBL,"35.452801, -21.708"
Iboki,IBI,"149.19, -5.5536"
IbaguÃ©,IBE,"-75.1333, 4.42161"
Isabela,IBB,"-90.9530029297, -0.942628026009"
Ibadan,IBA,"3.97832989692688, 7.362460136413574"
IaÅi,IAS,"27.6205997467041, 47.17850112915039"
,IAR,"40.15739822387695, 57.560699462890625"
,IAQ,"50.272701, 29.840099"
Del Carmen,IAO,"126.014, 9.8591"
Kiana,IAN,"-160.43699646, 66.9759979248"
AmÃ©nas,IAM,"9.64291, 28.0515"
Ialibu,IAL,"143.9944, -6.2782"
Houston,IAH,"-95.34140014648438, 29.984399795532227"
Niagara Falls,IAG,"-78.94619750976562, 43.1072998046875"
Washington,IAD,"-77.45580292, 38.94449997"
Wichita,IAB,"-97.26820374, 37.62189865"
Igarka,IAA,"86.62190246582031, 67.43720245361328"
Hazyview,HZV,"31.131900787353516, -25.050100326538086"
Fort Mackay,HZP,"-111.700996399, 57.3816986084"
Hazleton,HZL,"-75.9949035645, 40.986801147499996"
HÃºsavÃ­k,HZK,"-17.426001, 65.952301"
Liping,HZH,"109.1499, 26.32217"
Hanzhong,HZG,"107.206014, 33.134136"
Merville/Calonne,HZB,"2.642240047454834, 50.61840057373047"
HyvinkÃ¤Ã¤,HYV,"24.8810997009, 60.6543998718"
Hays,HYS,"-99.27320099, 38.84220123"
Hayward,HYR,"-91.44429779050002, 46.025199890100005"
Huangyan,HYN,"121.42900085449219, 28.56220054626465"
Hollis,HYL,"-132.645996094, 55.4816017151"
Hydaburg,HYG,"-132.8280029296875, 55.206298828125"
Bainyik,HYF,"143.057902, -3.69838"
Hyderabad,HYD,"78.429855, 17.231318"
High Wycombe,HYC,"-0.8083329796790001, 51.6116981506"
Hyannis,HYA,"-70.28040314, 41.66930008"
,HXX,"144.8300018310547, -34.53139877319336"
Delingha,HXD,"97.268658, 37.125286"
Hollywood,HWO,"-80.2407, 26.0012"
Hwange,HWN,"27.020999908447266, -18.629899978637695"
Hawker,HWK,"138.46807861328125, -31.855907440185547"
Hayward,HWD,"-122.122001648, 37.659198761"
Hawabango,HWA,"146.003487, -7.392994"
Hartsville,HVS,"-80.11920166019999, 34.4030990601"
Havre,HVR,"-109.762001, 48.54299927"
New Haven,HVN,"-72.88680267, 41.26369858"
Hvammstangi,HVM,"-20.846900939941406, 65.26640319824219"
HÃ³lmavÃ­k,HVK,"-21.696399688720703, 65.70469665527344"
HonningsvÃ¥g,HVG,"25.983600616455, 71.009696960449"
Hanksville,HVE,"-110.70400238, 38.417999267599996"
Khovd,HVD,"91.6281967163086, 47.9541015625"
Hervey Bay,HVB,"152.880004883, -25.3188991547"
,HVA,"47.76380157470703, -14.62969970703125"
Huizhou,HUZ,"114.599998474, 23.0499992371"
Grimsby,HUY,"-0.350832998752594, 53.57440185546875"
Huatulco,HUX,"-96.262604, 15.7753"
HumaitÃ¡,HUW,"-63.072101593, -7.532120227810001"
Hudiksvall,HUV,"17.0806999207, 61.7681007385"
HuÃ¡nuco,HUU,"-76.20480346679688, -9.878809928894043"
Hutchinson,HUT,"-97.86060333250002, 38.0654983521"
Hughes,HUS,"-154.2630005, 66.04109955"
,HUQ,"15.9656, 29.1101"
Holingol,HUO,"119.407222, 45.487222"
Hualien City,HUN,"121.61799621582031, 24.023099899291992"
Houma,HUM,"-90.6604003906, 29.5664997101"
Houlton,HUL,"-67.792098999, 46.1231002808"
Hukuntsi,HUK,"21.758101, -23.9897"
Hugo,HUJ,"-95.54190063, 34.03480148"
Hue,HUI,"107.70300293, 16.401500701899998"
Fare,HUH,"-151.02200317382812, -16.68720054626465"
Huehuetenango,HUG,"-91.46240234375, 15.327400207519531"
Terre Haute,HUF,"-87.307602, 39.4515"
Humera,HUE,"36.58300018310547, 14.25"
Humboldt,HUD,"-94.2452011108, 42.736099243199995"
Humacao,HUC,"-65.8013000488, 18.1380996704"
,HUB,"130.63027954101562, -16.489669799804688"
Redstone Arsnl Huntsville,HUA,"-86.68479919, 34.67869949"
Hato Corozal,HTZ,"-71.75, 6.15"
Hatay,HTY,"36.282222747800006, 36.36277771"
Chesapeake/Huntington Wva,HTW,"-82.494301, 38.4193"
Huntsville,HTV,"-95.5871963501, 30.7469005585"
,HTU,"142.36000061035156, -35.715301513671875"
Mengnai,HTT,"90.841495, 38.201984"
Huntington,HTS,"-82.55799866, 38.36669922"
Hateruma,HTR,"123.805999756, 24.0589008331"
East Hampton,HTO,"-72.25180054, 40.95959854"
Hotan,HTN,"79.86489868164062, 37.03850173950195"
Hatgal,HTM,"100.139532, 50.435988"
Houghton Lake,HTL,"-84.671095, 44.359798"
Hamilton Island,HTI,"148.95199585, -20.3581008911"
Hawthorne,HTH,"-118.634002, 38.544399"
Khatanga,HTG,"102.49099731445312, 71.97810363769531"
Chita,HTA,"113.306, 52.026299"
Hsinchu City,HSZ,"120.939002991, 24.8180007935"
Huntsville,HSV,"-86.775100708008, 34.637199401855"
Homestead,HST,"-80.38359833, 25.48859978"
,HSS,"75.75530242919922, 29.179399490356445"
Hot Springs,HSP,"-79.83390045, 37.95140076"
Zhoushan,HSN,"122.361999512, 29.9342002869"
,HSM,"142.17300415039062, -36.669700622558594"
Huslia,HSL,"-156.3509979, 65.69789886"
Monflorite/AlcalÃ¡ del Obispo,HSK,"-0.316666990519, 42.0760993958"
Zhengzhou,HSJ,"113.273983, 34.842153"
Hastings,HSI,"-98.42790222170001, 40.6053009033"
Las Vegas,HSH,"-115.134002686, 35.9728012085"
Saga,HSG,"130.302001953, 33.149700164799995"
Shaoguan,HSC,"113.42099762, 24.9785995483"
Harrisburg,HSB,"-88.5503006, 37.81129837"
Horizontina,HRZ,"-54.339099884, -27.638299942"
,HRY,"133.236, -24.584"
Linton-On-Ouse,HRT,"-1.2527500391, 54.0489006042"
Harrismith,HRS,"29.106199264526367, -28.23509979248047"
CampiÃ±a,HRR,"-75.85, 3.216667"
Harrison,HRO,"-93.15470123291016, 36.26150131225586"
,HRM,"3.311539888381958, 32.93040084838867"
Harlingen,HRL,"-97.65440368652344, 26.228500366210938"
Kharkiv,HRK,"36.290000915527344, 49.924800872802734"
,HRI,"81.124128, 6.284467"
Hurghada,HRG,"33.799400329589844, 27.178300857543945"
Harare,HRE,"31.0928, -17.931801"
Zhayrem,HRC,"70.1915, 48.3974"
Harbin,HRB,"126.25, 45.6234016418457"
Mansehra,HRA,"73.20020294189453, 34.33332061767578"
Hoquiam,HQM,"-123.93699646, 46.971199035599994"
Baytown,HPY,"-94.95269775390001, 29.786100387599998"
Hanalei,HPV,"-159.445999146, 22.209199905400002"
Hampton,HPT,"-93.22630310059999, 42.7237014771"
Pretoria,HPR,"28.220600128173828, -25.65570068359375"
White Plains,HPN,"-73.70760345458984, 41.06700134277344"
Haiphong,HPH,"106.7249984741211, 20.819400787353516"
Shennongjia,HPG,"110.34, 31.626"
Hope Vale,HPE,"145.1035, -15.2923"
Hooper Bay,HPB,"-166.1470032, 61.52389908"
Lifuka,HPA,"-174.34100341796875, -19.777000427246094"
Orkney Isle,HOY,"-3.216076, 58.791779"
Hommalinn,HOX,"94.91400146484375, 24.899599075317383"
Ãrsta,HOV,"6.0741000175476, 62.180000305176"
Houston,HOU,"-95.27890015, 29.64539909"
Hot Springs,HOT,"-93.09619903564453, 34.47800064086914"
Chos Malal,HOS,"-70.2225036621, -37.444698333699996"
Horta,HOR,"-28.715900421142578, 38.519901275634766"
Hof,HOQ,"11.856389045715332, 50.288612365722656"
Fort Campbell/Hopkinsville,HOP,"-87.49620056150002, 36.668598175"
Quang Duc,HOO,"107.5638, 11.9787"
Huron,HON,"-98.22850036621094, 44.38520050048828"
Homer,HOM,"-151.4770050048828, 59.645599365234375"
Lajamanu,HOK,"130.638000488, -18.3367004395"
,HOI,"-140.9459991455078, -18.074800491333008"
Hohenems / Dornbirn,HOH,"9.7, 47.384998"
Holguin,HOG,"-76.31510162353516, 20.785600662231445"
,HOF,"49.485198974609375, 25.28529930114746"
Huay Xai,HOE,"100.43699646, 20.2572994232"
Hodeida,HOD,"42.97629928588867, 14.753000259399414"
Komako,HOC,"145.8827, -7.3984"
Hobbs,HOB,"-103.2170029, 32.6875"
Hola,HOA,"40.00400161743164, -1.5219999551773071"
Hengyang,HNY,"112.627998, 26.9053"
Haines,HNS,"-135.5240020751953, 59.24380111694336"
Honinabi,HNN,"142.1771, -16.2457"
Hana,HNM,"-156.01400756835938, 20.79560089111328"
Honolulu,HNL,"-157.924228, 21.32062"
Heiweni,HNI,"146.4276, -7.4223"
Hoonah,HNH,"-135.410111, 58.0961"
"Ota, Tokyo",HND,"139.779999, 35.552299"
Hatteras,HNC,"-75.617797851562, 35.232799530029"
Huntingburg,HNB,"-86.95369720459999, 38.2490005493"
,HNA,"141.13499450683594, 39.4286003112793"
Seosan,HMY,"126.486, 36.703999"
Hemavan,HMV,"15.0828, 65.806099"
Hemet,HMT,"-117.023002625, 33.7340011597"
Hamar,HMR,"11.067999839782715, 60.81809997558594"
Hermosillo,HMO,"-111.047996521, 29.095899581900003"
Alamogordo,HMN,"-106.107002258, 32.8525009155"
Khmelnytskyi,HMJ,"26.933399, 49.359699"
Hami,HMI,"93.669197, 42.8414"
,HMG,"132.80499267578125, -23.93000030517578"
Hassi Messaoud,HME,"6.140439987180001, 31.673000335699996"
Sohag,HMB,"31.742778, 26.342778"
Khanty-Mansiysk,HMA,"69.08609771728516, 61.028499603271484"
Hamilton,HLZ,"175.332000732, -37.8666992188"
Hluhluwe,HLW,"32.2751712799, -28.0166049887"
Helenvale,HLV,"145.21499633789062, -15.685799598693848"
Houailou,HLU,"165.61700439453125, -21.256399154663086"
,HLT,"142.06500244140625, -37.64889907836914"
,HLS,"148.28199768066406, -41.336700439453125"
Fort Hood(Killeen),HLR,"-97.71450042720001, 31.138700485199998"
Jakarta,HLP,"106.89099884033203, -6.266610145568848"
OnundarfjÃ¶rÃ°ur,HLO,"-23.69610023498535, 66.05000305175781"
Helena,HLN,"-111.98300170898438, 46.6068000793457"
Holland,HLM,"-86.1620025635, 42.7958984375"
Hillside,HLL,"119.3922, -21.7244"
Hollister,HLI,"-121.410003662, 36.8932991028"
Ulanhot,HLH,"122.008333, 46.195333"
Wheeling,HLG,"-80.6463012695, 40.1749992371"
,HLF,"15.8233, 57.525799"
Jamestown,HLE,"-5.645943, -15.957725"
Hailar,HLD,"119.824997, 49.205002"
Hill City,HLC,"-99.83149719, 39.37879944"
Batesville,HLB,"-85.25830078119999, 39.344501495399996"
Johannesburg,HLA,"27.9260997772, -25.938499450699997"
Hickory,HKY,"-81.38950348, 35.74110031"
Haskovo,HKV,"25.6047992706, 41.871799469"
Phuket,HKT,"98.316902, 8.1132"
Jackson,HKS,"-90.22219849, 32.33449936"
Mara,HKR,"35.124922, -1.14542"
Lahaina,HKP,"-156.69, 20.945"
Hoskins,HKN,"150.40499877929688, -5.462170124053955"
,HKK,"170.98500061035156, -42.713600158691406"
Hong Kong,HKG,"113.915001, 22.308901"
Hong Kong,HKG,"114.198074341, 22.3203040432"
Hakodate,HKD,"140.822006226, 41.7700004578"
Healy Lake,HKB,"-144.6926, 63.9958"
Blytheville,HKA,"-89.83080291750001, 35.940399169900004"
Khujirt,HJT,"102.773002625, 46.9258003235"
Khajuraho,HJR,"79.91860198970001, 24.817199707"
Huaihua,HJJ,"109.7, 27.4411111111"
Hiroshima,HIW,"132.417666, 34.371451"
Haivaro,HIT,"143.059, -6.9406"
Hayman Island,HIS,"148.88099670410156, -20.059999465942383"
Honiara,HIR,"160.05499267578, -9.4280004501343"
,HIP,"138.2830047607422, -21.33329963684082"
Portland,HIO,"-122.949997, 45.540401"
Sacheon,HIN,"128.071747, 35.088591"
Polonnaruwa Town,HIM,"80.9814, 8.04981"
Shilavo,HIL,"44.766700744599994, 6.08333015442"
Hiroshima,HIJ,"132.919006, 34.4361"
Lake Havasu City,HII,"-114.358002, 34.571098"
,HIG,"143.145996094, -16.4244003296"
Ogden,HIF,"-111.973086, 41.12403"
Whitefield,HIE,"-71.544502, 44.367637"
Horn Island,HID,"142.289993286, -10.586400032"
Hibbing,HIB,"-92.83899689, 47.38660049"
Huai'an,HIA,"119.125, 33.7908333333"
Hikueru Atoll,HHZ,"-142.61399841308594, -17.544700622558594"
Hawthorne,HHR,"-118.334999, 33.922798"
Hua Hin,HHQ,"99.951499939, 12.6361999512"
Hong Kong,HHP,"114.152153015, 22.2893714905"
Frankfurt am Main,HHN,"7.26389, 49.9487"
Wahiawa,HHI,"-158.0399933, 21.48349953"
Hilton Head Island,HHH,"-80.6975021362, 32.2243995667"
,HHE,"141.46600341796875, 40.556400299072266"
Hogatza,HGZ,"-155.6690063, 66.2161026"
Mount Hagen,HGU,"144.29600524902344, -5.826789855957031"
Fort Hunter Ligget Jolon,HGT,"-121.2369995, 35.99349976"
Freetown,HGS,"-13.12909984588623, 8.397130012512207"
Hagerstown,HGR,"-77.72949982, 39.707901"
Korhogo,HGO,"-5.55666017532, 9.38718032837"
,HGN,"97.97579956054688, 19.301300048828125"
Helgoland,HGL,"7.91583299637, 54.185279846200004"
Higleig,HGI,"32.500556, 10.529167"
Hangzhou,HGH,"120.43399810791016, 30.22949981689453"
Higuerote,HGE,"-66.092779, 10.462474"
,HGD,"144.22500610351562, -20.815000534057617"
Hargeisa,HGA,"44.082389, 9.513207"
Hammerfest,HFT,"23.668600082397, 70.679702758789"
,HFS,"13.578900337219238, 60.02009963989258"
HÃ¶fn,HFN,"-15.2272, 64.295601"
Camp Mackall,HFF,"-79.497755, 35.036288"
Hefei,HFE,"117.2979965209961, 31.780000686645508"
Hartford,HFD,"-72.649398803711, 41.736698150635"
Haifa,HFA,"35.04309844970703, 32.80939865112305"
Natchez,HEZ,"-91.297313, 31.613738"
Fort Rucker Ozark,HEY,"-85.65429688, 31.34600067"
Santo Domingo,HEX,"-69.9693984985, 18.4696998596"
Athens,HEW,"23.726101, 37.893299"
Hohhot,HET,"111.823997, 40.851398"
Hermiston,HES,"-119.259024, 45.828223"
Heraklion,HER,"25.180299758900002, 35.3396987915"
Haelogo,HEO,"147.598434, -9.13658"
Helsinki,HEM,"25.042800903320312, 60.254600524902344"
Helsinki,HEL,"24.963300704956, 60.317199707031"
Heihe,HEK,"127.308883667, 50.1716209371"
BÃ¼sum,HEI,"8.90166664124, 54.153331756600004"
Heho,HEH,"96.79199981689453, 20.746999740600586"
Heglig Oilfield,HEG,"29.397718, 9.994933"
Helena/West Helena,HEE,"-90.67616, 34.576571"
Herendeen Bay,HED,"-160.899002075, 55.801399231"
Hinthada,HEB,"95.4666976929, 17.633329391500002"
,HEA,"62.22829818725586, 34.209999084472656"
Hat Yai,HDY,"100.392997742, 6.93320989609"
Hoedspruit,HDS,"31.0487003326, -24.368600845299998"
Havadarya,HDR,"56.17250061035156, 27.158300399780273"
Hayden,HDN,"-107.2180023, 40.48120117"
Hamadan,HDM,"48.5525016784668, 34.86920166015625"
Mokuleia,HDH,"-158.197006226, 21.5795001984"
Handan,HDG,"114.425555556, 36.5258333333"
Heringsdorf,HDF,"14.152299881, 53.8787002563"
Holdrege,HDE,"-99.336502, 40.452099"
Hyderabad,HDD,"68.366096, 25.3181"
Heidelberg,HDB,"8.651935, 49.392397"
Cheraw,HCW,"-79.95700073, 34.71289825"
Holy Cross,HCR,"-159.77499389648438, 62.18830108642578"
,HCQ,"127.66999816894531, -18.23390007019043"
Hengchung,HCN,"120.7300033569336, 22.041099548339844"
Eyl,HCM,"49.82, 8.104"
Hechi,HCJ,"107.6997, 24.805"
Hudson,HCC,"-73.7102966309, 42.2913017273"
Big Spring,HCA,"-101.522003, 32.212601"
Hubli,HBX,"75.08489990230001, 15.361700058"
Bulgan,HBU,"91.584198, 46.100601"
Hambantota,HBT,"81.103, 6.124043"
Hobart,HBR,"-99.051313, 34.991317"
Qilian,HBQ,"100.644, 38.012"
Holbrook,HBK,"-110.138000488, 34.940700531"
Entrance Island,HBH,"-133.43848, 57.412201"
Hattiesburg,HBG,"-89.25279999, 31.26479912"
Alexandria,HBE,"29.696399688720703, 30.917699813842773"
Habi,HBD,"142.4893, -6.32"
Hobbs,HBB,"-103.209, 32.7668"
Hobart,HBA,"147.509994507, -42.836101532"
Hatzfeldhaven,HAZ,"145.2056, -4.4033"
Haycock,HAY,"-161.156997681, 65.20099639889999"
Muskogee,HAX,"-95.4128036499, 35.7458992004"
Haverfordwest,HAW,"-4.9611101150512695, 51.833099365234375"
Havana,HAV,"-82.40910339355469, 22.989200592041016"
KarmÃ¸y,HAU,"5.2083601951599, 59.34529876709"
,HAT,"142.57699585, -11.7369003296"
Ha'il,HAS,"41.686298, 27.437901"
Harrisburg,HAR,"-76.85150146480001, 40.2170982361"
Haa Dhaalu Atoll,HAQ,"73.17050170898438, 6.744229793548584"
Hamilton,HAO,"-84.5220031738, 39.363800048799995"
Hanoi,HAN,"105.80699920654297, 21.221200942993164"
Hamburg,HAM,"9.9882297515869, 53.630401611328"
Halali,HAL,"16.4585, -19.0285"
Haikou,HAK,"110.45899963378906, 19.934900283813477"
Hannover,HAJ,"9.685079574580001, 52.461101532"
Three Rivers,HAI,"-85.59339904790001, 41.9598007202"
Moroni,HAH,"43.2719, -11.5337"
Half Moon Bay,HAF,"-122.500999451, 37.513401031499995"
Supai Village,HAE,"-113.092002869, 36.191600799599996"
Halmstad,HAD,"12.820199966430664, 56.69110107421875"
Hachijojima,HAC,"139.785995483, 33.1150016785"
Hamilton,HAB,"-87.99819946, 34.11759949"
Hasvik,HAA,"22.139699935913, 70.486701965332"
Qazvin,GZW,"50.0471, 36.240101"
Gaziantep,GZT,"37.4786987305, 36.9472007751"
GazipaÅa,GZP,"32.300598, 36.299217"
Gizo,GZO,"156.863998413, -8.09778022766"
Gozo,GZM,"14.2728, 36.027199"
Ghazni,GZI,"68.412902832, 33.5312004089"
Rafah,GZA,"34.2761, 31.246401"
Gary,GYY,"-87.41280364990234, 41.61629867553711"
Guyuan,GYU,"106.216944444, 36.0788888889"
Guangyuan,GYS,"105.7020034790039, 32.3911018371582"
Goodyear,GYR,"-112.375999451, 33.4225006104"
,GYP,"152.70199584960938, -26.282800674438477"
GoiÃ¢nia,GYN,"-49.220699310302734, -16.631999969482422"
Guaymas,GYM,"-110.92500305175781, 27.9689998626709"
,GYL,"128.451004, -16.6369"
Gisenyi,GYI,"29.258899688720703, -1.6771999597549438"
Magan,GYG,"129.545288, 62.103484"
Guayaquil,GYE,"-79.88359832760001, -2.1574199199699997"
Baku,GYD,"50.04669952392578, 40.467498779296875"
GuayaramerÃ­n,GYA,"-65.3455963135, -10.820599556"
Greeley,GXY,"-104.633003235, 40.4374008179"
Yagoua,GXX,"15.237199783325195, 10.356100082397461"
Coyhaique,GXQ,"-72.1061019897461, -45.594200134277344"
Xiahe,GXH,"102.6447, 34.8105"
Negage,GXG,"15.287699699401855, -7.754509925842285"
Sayun,GXF,"48.78829956049999, 15.9660997391"
Galway,GWY,"-8.941590309143066, 53.300201416015625"
Spandau,GWW,"13.1380996704, 52.474399566699994"
Glendale,GWV,"-80.7594985962, 39.948699951200005"
Westerland,GWT,"8.34047031403, 54.9132003784"
Glenwood Springs,GWS,"-107.310997009, 39.5083007812"
Greenwood,GWO,"-90.0847015381, 33.4943008423"
Gnarowein,GWN,"146.248, -6.555"
Gwalior,GWL,"78.22779846191406, 26.29330062866211"
Gweru,GWE,"29.861900329589844, -19.436399459838867"
Gwadar,GWD,"62.329498291015625, 25.233299255371094"
Gwa,GWA,"94.58329772949219, 17.600000381469727"
GÃ¤vle / Sandviken,GVX,"16.951400756835938, 60.593299865722656"
Belton,GVW,"-94.55999755859375, 38.844200134277344"
Greenville,GVT,"-96.0652999878, 33.0677986145"
Governador Valadares,GVR,"-41.982200622559, -18.89520072937"
,GVP,"145.0136, -18.9966"
Sovetskaya Gavan,GVN,"140.033996582, 48.926998138399995"
Gainesville,GVL,"-83.8302002, 34.27259827"
Green River,GVI,"141.170516968, -3.9022428989400004"
Gordonsville,GVE,"-78.165802002, 38.15599823"
Geneva,GVA,"6.108950138092041, 46.23809814453125"
Guarapari,GUZ,"-40.491901397700005, -20.646499633800005"
Guymon,GUY,"-101.508003235, 36.6851005554"
,GUX,"77.347298, 24.654699"
Atyrau,GUW,"51.8213996887207, 47.12189865112305"
Mougulu,GUV,"142.420775, -6.280859"
GrundarfjÃ¶rÃ°ur,GUU,"-23.224700927734375, 64.99140167236328"
GÃ¼tersloh,GUT,"8.30633, 51.922798"
Peru,GUS,"-86.1520996094, 40.648101806599996"
Gurney,GUR,"150.333999634, -10.3114995956"
Guanare,GUQ,"-69.7551498413086, 9.026944160461426"
Gallup,GUP,"-108.789001465, 35.511100769"
Jicalapa,GUO,"-86.049164, 15.006111"
"HagÃ¥tÃ±a, Guam International Airport",GUM,"144.796005249, 13.4834003448"
,GUL,"149.7259979248047, -34.810298919677734"
GuaratinguetÃ¡,GUJ,"-45.20479965209961, -22.79159927368164"
,GUI,"-62.3126678467, 10.574077606200001"
,GUH,"150.25100708007812, -30.96109962463379"
Guari,GUG,"146.8722, -8.1286"
Gulf Shores,GUF,"-87.67179871, 30.29050064"
Guriaso,GUE,"141.5895, -3.583167"
Goundam,GUD,"-3.599720001220703, 16.361400604248047"
Gunnison,GUC,"-106.9329987, 38.53390121"
Guerrero Negro,GUB,"-114.024002, 28.0261"
Guatemala City,GUA,"-90.527496, 14.5833"
Grumeti Game Reserve,GTZ,"34.225556, -2.160833"
Gettysburg,GTY,"-77.27420044, 39.84090042"
HoleÅ¡ov,GTW,"17.5688992, 49.3143997"
,GTT,"143.52999877929688, -18.30500030517578"
,GTS,"133.60699462890625, -26.948299407958984"
Columbus/W Point/Starkville,GTR,"-88.5914001465, 33.450298309299995"
